nacc_id,submitter_id,statement_detail_type_id,index,detail,valuation_submitter,valuation_spouse,valuation_child,note,latest_submitted_date
663,42,1,1,เงินเดือน,1362720,480000,,,2023-06-07
663,42,2,1,ดอกเบี้ยเงินฝาก,46251.92,40333.86,,,2023-06-07
663,42,2,2,ถูกรางวัลสลากออมสิน,46251.92,40333.86,,,2023-06-07
663,42,6,1,ค่าใช้จ่ายส่วนตัว,100000,100000,,,2023-06-07
663,42,7,1,เงินบริจาค,56000,2000,,,2023-06-07
663,42,8,1,เงินสด,12429402.15,13157.824,,,2023-06-07
663,42,9,1,เงินฝาก,12429402.15,13157.824,,,2023-06-07
663,42,10,1,เงินลงทุน,123724021.13,40759.066,,,2023-06-07
663,42,11,1,เงินให้กู้ยืม,116900,,,,2023-06-07
663,42,12,1,ทรัพย์สิน,21498500,5750000,,,2023-06-07
663,42,13,1,โรงเรือนและสิ่งปลูกสร้าง,500000,,,,2023-06-07
663,42,15,1,สิทธิและสัมปทาน,1000000,1000000,,,2023-06-07
663,42,16,1,ทรัพย์สินอื่น,858000,4321180,,,2023-06-07
663,42,17,1,เงินเบิกเกินบัญชี,,76615.54,,,2023-06-07
1807,81,1,1,เงินเดือน,1362720,961290,,,2023-06-06
1807,81,6,1,ค่าใช้จ่ายส่วนตัว,1200000,30000000,,,2023-06-06
1807,81,7,1,เงินได้พึงประเมิน ตามประมวลรัษฎากร,1362720,961290,,,2023-06-06
1807,81,7,2,มาตรา 40(1)-(8),1362720,961290,,,2023-06-06
1807,81,8,1,เงินสด,4575660.04,136642073.54,,,2023-06-06
1807,81,9,1,เงินฝาก,4575660.04,136642073.54,,,2023-06-06
1807,81,10,1,เงินลงทุน,,705729624.37,,,2023-06-06
1807,81,12,1,ทรัพย์สิน,18570000,,,,2023-06-06
1807,81,13,1,โรงเรือนและสิ่งปลูกสร้าง,10000000,45000000,,,2023-06-06
1807,81,14,1,ยานพาหนะ,,63200000,,,2023-06-06
1807,81,15,1,สิทธิและสัมปทาน,,193308267.74,,,2023-06-06
1807,81,16,1,ทรัพย์สินอื่น,117816108,24720000,,,2023-06-06
1807,81,17,1,เงินเบิกเกินบัญชี,15364.82,513569.82,,,2023-06-06
1807,81,18,1,เงินกู้จากธนาคารและสถาบันการเงินอื่น,,140545646.92,,,2023-06-06
1807,81,19,1,หนี้สินที่มีหลักฐานเป็นหนังสือ,,277362999.33,,,2023-06-06
1807,81,20,1,หนี้สินอื่น,,277362999.33,,,2023-06-06
1702,75,1,1,เงินเดือน,1362720,994705,,,2023-06-12
1702,75,7,1,เงินได้พึงประเมิน ตามประมวลรัษฎากร,1362720,994705,,,2023-06-12
1702,75,7,2,มาตรา 40(1)-(8),1362720,994705,,,2023-06-12
1702,75,8,1,เงินสด,980174.17,11578011.78,,,2023-06-12
1702,75,9,1,เงินฝาก,980174.17,11578011.78,,,2023-06-12
1702,75,10,1,เงินลงทุน,4900,233308.8,,,2023-06-12
1702,75,12,1,ทรัพย์สิน,16842000,15978000,,,2023-06-12
1702,75,13,1,โรงเรือนและสิ่งปลูกสร้าง,14895212.5,13090212.5,,,2023-06-12
1702,75,14,1,ยานพาหนะ,41193.18,3179912.9,,,2023-06-12
1702,75,15,1,สิทธิและสัมปทาน,150898,910963,,,2023-06-12
1702,75,16,1,ทรัพย์สินอื่น,56000,4043000,,,2023-06-12
1702,75,17,1,เงินเบิกเกินบัญชี,406824.65,406824.65,,,2023-06-12
1702,75,18,1,เงินกู้จากธนาคารและสถาบันการเงินอื่น,3458535.55,5107789.55,,,2023-06-12
292,44,1,1,เงินเดือน,1388880,305952,,,2023-06-15
292,44,1,2,ค่าเบี้ยประชุม,1388880,305952,,,2023-06-15
292,44,2,1,ขายรถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,300000,,,,2023-06-15
292,44,2,2,ขายรถยนต์นั่งส่วนบุคคลเกิน 7 คน,900000,,,,2023-06-15
292,44,2,3,ค่าเช่าตลาด,900000,506000,,,2023-06-15
292,44,2,4,ขายทรัพย์สินอื่น,585000,506000,,,2023-06-15
292,44,4,1,ขายยางพาราก้อนถ้วย,2000000,1000000,,,2023-06-15
292,44,6,1,ค่าใช้จ่ายส่วนตัว,200000,100000,,,2023-06-15
292,44,6,2,ผ่อนรถยนต์,839232,,,,2023-06-15
292,44,6,3,ประกันชีวิต,440000,55000,,,2023-06-15
292,44,6,4,ค่าใช้จ่ายยางพารา,500000,200000,,,2023-06-15
292,44,7,1,ค่าท่องเที่ยวและเงินบริจาค,100000,100000,,,2023-06-15
292,44,7,2,สัญญาขายฝากที่ดิน,2000000,,,,2023-06-15
292,44,7,3,เงินได้พึงประเมิน ตามประมวลรัษฎากร,3388880,1811952,,,2023-06-15
292,44,7,4,มาตรา 40(1)-(8),3388880,1811952,,,2023-06-15
292,44,8,1,เงินสด,741933.74,295983.51,,,2023-06-15
292,44,9,1,เงินฝาก,741933.74,295983.51,,,2023-06-15
292,44,10,1,เงินลงทุน,,372570,,,2023-06-15
292,44,12,1,ทรัพย์สิน,14908650,13997000,,,2023-06-15
292,44,13,1,โรงเรือนและสิ่งปลูกสร้าง,9000000,9700000,,,2023-06-15
292,44,14,1,ยานพาหนะ,4429000,,,,2023-06-15
292,44,15,1,สิทธิและสัมปทาน,4082017.3,327974.82,,,2023-06-15
292,44,16,1,ทรัพย์สินอื่น,170000,,,,2023-06-15
292,44,17,1,เงินเบิกเกินบัญชี,,2308.17,,,2023-06-15
292,44,18,1,เงินกู้จากธนาคารและสถาบันการเงินอื่น,3939378.33,,,,2023-06-15
292,44,19,1,หนี้สินที่มีหลักฐานเป็นหนังสือ,1764736.51,,,,2023-06-15
428,45,1,1,เงินบำนาญ,282948,,,,2023-06-12
428,45,1,2,เงินกองทุนเพื่อผู้เคยเป็นสมาชิกรัฐสภา,282948,,,,2023-06-12
428,45,1,3,เงินเดือนประธานรัฐสภา,1507080,,,,2023-06-12
428,45,6,1,ค่าใช้จ่ายอุปโภคบริโภคต่อปีประมาณ,1200000,,,,2023-06-12
428,45,7,1,เงินบริจาค,80000,,,,2023-06-12
428,45,7,2,เงินได้พึงประเมิน ตามประมวลรัษฎากร,1790028,,,,2023-06-12
428,45,7,3,มาตรา 40(1)-(8),1790028,,,,2023-06-12
428,45,8,1,เงินสด,10348395.29,,,,2023-06-12
428,45,9,1,เงินฝาก,10348395.29,,,,2023-06-12
428,45,10,1,เงินลงทุน,1000,,,,2023-06-12
428,45,12,1,ทรัพย์สิน,1200000,,,,2023-06-12
428,45,13,1,โรงเรือนและสิ่งปลูกสร้าง,416800,,,,2023-06-12
428,45,14,1,ยานพาหนะ,30000,,,,2023-06-12
428,45,16,1,ทรัพย์สินอื่น,1040000,,,,2023-06-12
1913,82,1,1,เงินเดือนสุทธิประจำตำแหน่ง,2820000,2400000,,,2023-06-27
1913,82,6,1,ค่าใช้จ่ายส่วนตัวในชีวิตประจำวัน,600000,600000,,,2023-06-27
1913,82,6,2,ค่าผ่อนกู้ซื้อบ้าน,600000,501000,,,2023-06-27
1913,82,7,1,เงินได้พึงประเมิน ตามประมวลรัษฎากร,2820720,3587256.26,,,2023-06-27
1913,82,7,2,มาตรา 40(1)-(8),2820720,3587256.26,,,2023-06-27
1913,82,8,1,เงินสด,104852.31,,,,2023-06-27
1913,82,9,1,เงินฝาก,104852.31,105423.2,,,2023-06-27
1913,82,10,1,เงินลงทุน,82258941.77,2307703.85,,,2023-06-27
1913,82,11,1,เงินให้กู้ยืม,82258941.77,2307703.85,,,2023-06-27
1913,82,12,1,ทรัพย์สิน,108000000,,,,2023-06-27
1913,82,13,1,โรงเรือนและสิ่งปลูกสร้าง,200000000,,,,2023-06-27
1913,82,14,1,ยานพาหนะ,200000000,840000,,,2023-06-27
1913,82,15,1,สิทธิและสัมปทาน,5446622,840000,,,2023-06-27
1913,82,16,1,ทรัพย์สินอื่น,5446622,1907000,,,2023-06-27
1913,82,18,1,เงินกู้จากธนาคารและสถาบันการเงินอื่น,10131374.11,,,,2023-06-27
1913,82,19,1,หนี้สินที่มีหลักฐานเป็นหนังสือ,10131374.11,,,,2023-06-27
907,53,1,1,เงินเดือน,1362670,31847556,,,2023-06-27
907,53,1,2,โบนัส,1362670,31847556,,,2023-06-27
907,53,1,3,ค่าเบี้ยประชุม,6000,22500000,,,2023-06-27
907,53,5,1,บาร์เบียร์,12000,,,,2023-06-27
907,53,6,1,ค่าใช้จ่ายอุปโภคบริโภค,,120000,,,2023-06-27
907,53,6,2,เบี้ยประกัน,40810,120000,,,2023-06-27
907,53,7,1,ค่าอุปการะบิดามารดา,250000,3000000,,,2023-06-27
907,53,7,2,ค่าท่องเที่ยว,75000,35000,,,2023-06-27
907,53,7,3,เงินบริจาค,10000,35000,,,2023-06-27
907,53,7,4,เงินได้พึงประเมิน ตามประมวลรัษฎากร,1368670,318475.56,,,2023-06-27
907,53,7,5,มาตรา 40(1)-(8),1368670,318475.56,,,2023-06-27
907,53,8,1,เงินสด,451596.23,894411.73,,,2023-06-27
907,53,9,1,เงินฝาก,451596.23,894411.73,,,2023-06-27
907,53,10,1,เงินลงทุน,382669.59,188054.86,,,2023-06-27
907,53,11,1,เงินให้กู้ยืม,,1600000,,,2023-06-27
907,53,12,1,ทรัพย์สิน,,1600000,,,2023-06-27
907,53,13,1,โรงเรือนและสิ่งปลูกสร้าง,3500000,1065000,,,2023-06-27
907,53,14,1,ยานพาหนะ,70344.89,,,,2023-06-27
907,53,15,1,สิทธิและสัมปทาน,70344.89,,,,2023-06-27
907,53,16,1,ทรัพย์สินอื่น,150000,,,,2023-06-27
674,47,1,1,เงินเดือน,1803480,,,,2019-10-15
674,47,1,2,เงินบำเหน็จ โบนัส,2044846,,,,2019-10-15
674,47,2,1,ดอกเบี้ยรับ(หุ้นสหกรณ์),503572.56,,,,2019-10-15
674,47,5,3,อุปโภคบริโภค,1204500,,,,2019-10-15
674,47,5,4,บัตรเครดิต/สถาบันการเงินอื่น,1204500,,,,2019-10-15
674,47,5,5,ค่าหุ้นสหกรณ์ออมทรัพย์ครูขอนแก่น,60000,,,,2019-10-15
674,47,5,6,รายจ่ายอื่น ๆ,60000,,,,2019-10-15
674,47,5,7,บริจาค,456200,,,,2019-10-15
674,47,5,8,การท่องเที่ยว,250000,,,,2019-10-15
674,47,6,1,อุปโภคบริโภค,1204500,,,,2019-10-15
674,47,6,2,บัตรเครดิต/สถาบันการเงินอื่น,1204500,,,,2019-10-15
674,47,6,3,ค่าหุ้นสหกรณ์ออมทรัพย์ครูขอนแก่น,60000,,,,2019-10-15
674,47,7,1,บริจาค,456200,,,,2019-10-15
674,47,7,2,การท่องเที่ยว,250000,,,,2019-10-15
674,47,9,1,เงินฝาก,1907022.89,,,,2019-10-15
674,47,10,1,เงินลงทุน,12366460,,,,2019-10-15
674,47,12,1,ทรัพย์สิน,517450000,,,,2019-10-15
674,47,14,1,ยานพาหนะ,600000,,,,2019-10-15
674,47,16,1,ทรัพย์สินอื่น,2680000,,,,2019-10-15
674,47,17,1,เงินเบิกเกินบัญชี,309762.26,,,,2019-10-15
674,47,18,1,เงินกู้จากธนาคารและสถาบันการเงินอื่น,50000000,,,,2019-10-15
674,47,19,1,หนี้สินที่มีหลักฐานเป็นหนังสือ,50000000,,,,2019-10-15
727,48,1,1,เงินเดือนปี 2561,320000,,,,2019-10-15
727,48,1,2,เบี้ยประชุมปี 2561,1333000,,,,2019-10-15
727,48,5,1,เงินปันผล,44145965.76,,,,2019-10-15
727,48,5,2,เงินค่าวิทยากร,44145965.76,,,,2019-10-15
727,48,5,5,ค่าเบี้ยประกันภัย (รายปี),615931.59,,,,2019-10-15
727,48,5,7,ค่าน้ำ ค่าไฟ ค้าจ้างแม่บ้าน และรายจ่ายอื่นๆ,3500000,,,,2019-10-15
727,48,5,8,ประมาณต่อปี,3500000,,,,2019-10-15
727,48,6,1,ค่าเบี้ยประกันภัย (รายปี),615931.59,,,,2019-10-15
727,48,7,1,ประมาณต่อปี,3500000,,,,2019-10-15
727,48,9,1,เงินฝาก,,395358423.6,,,2019-10-15
727,48,10,1,เงินลงทุน,2908444538.9,,,,2019-10-15
727,48,11,1,เงินให้กู้ยืม,,159901401.64,,,2019-10-15
727,48,12,1,ทรัพย์สิน,,159901401.64,,,2019-10-15
727,48,14,1,ยานพาหนะ,,218781197.89,,,2019-10-15
727,48,15,1,สิทธิและสัมปทาน,,300900000,,,2019-10-15
727,48,16,1,ทรัพย์สินอื่น,,300900000,,,2019-10-15
727,48,17,1,เงินเบิกเกินบัญชี,,16991.33,,,2019-10-15
727,48,18,1,เงินกู้จากธนาคารและสถาบันการเงินอื่น,,16991.33,,,2019-10-15
727,48,19,1,หนี้สินที่มีหลักฐานเป็นหนังสือ,,49459768.86,,,2019-10-15
727,48,20,1,หนี้สินอื่น,,49459768.86,,,2019-10-15
1742,76,5,3,ค่ารถยนต์,83976,,,,2019-10-15
1742,76,5,4,ค่าเงินกู้ยืมสารพัดนัก,76500,,,,2019-10-15
1742,76,6,1,ค่ารถยนต์,83976,,,,2019-10-15
1742,76,6,2,ค่าเงินกู้ยืมสารพัดนัก,76500,,,,2019-10-15
1742,76,13,1,โรงเรือนและสิ่งปลูกสร้าง,500000,,,,2019-10-15
1742,76,14,1,ยานพาหนะ,500000,,,,2019-10-15
1742,76,15,1,สิทธิและสัมปทาน,450000,,,,2019-10-15
1742,76,18,1,เงินกู้จากธนาคารและสถาบันการเงินอื่น,237555.78,,,,2019-10-15
1742,76,19,1,หนี้สินที่มีหลักฐานเป็นหนังสือ,489850,,,,2019-10-15
1742,76,20,1,หนี้สินอื่น,489850,,,,2019-10-15
818,50,1,1,เงินประจำตำแหน่ง,854760,,,,2019-10-15
818,50,1,2,เงินเพิ่ม,507960,,,,2019-10-15
818,50,1,3,ค่าเบี้ยประชุม,,300000,,,2019-10-15
818,50,1,4,เบี้ยประชุมคณะกรรมาธิการ,27000,,,,2019-10-15
818,50,2,1,ดอกเบี้ยเงินฝาก (ต่อปี),14798.2,7002.95,6596.84,,2019-10-15
818,50,2,2,ดอกเบี้ยเงินกู้ยืม (ต่อปี),2215000,,,,2019-10-15
818,50,5,1,เงินปันผล LTF,9000,5000,,,2019-10-15
818,50,5,2,เงินจ่ายคืนประกัน,100000,,,,2019-10-15
818,50,6,1,ค่าใช้จ่ายอุปโภค บริโภค,2770000,6300000,,,2019-10-15
818,50,6,2,ค่าเบี้ยประกัน,139000,448000,,,2019-10-15
818,50,6,3,ค่าผ่อนบ้าน,16009188,22819200,,,2019-10-15
818,50,6,4,ค่าผ่อนรถ,704844,869664,,,2019-10-15
818,50,7,1,ค่าท่องเที่ยว,240000,3600000,,,2019-10-15
818,50,7,2,ค่าบริจาค,100000,760000,,,2019-10-15
818,50,8,1,เงินสด,4500000,6900000,,,2019-10-15
818,50,9,1,เงินฝาก,2959639.43,1400590.83,,,2019-10-15
818,50,10,1,เงินลงทุน,,1179793.77,,,2019-10-15
818,50,11,1,เงินให้กู้ยืม,45362294.52,,,,2019-10-15
818,50,12,1,ทรัพย์สิน,32077500,106925000,,,2019-10-15
818,50,13,1,โรงเรือนและสิ่งปลูกสร้าง,111206460,8156180,,,2019-10-15
818,50,14,1,ยานพาหนะ,3207900,6380000,,,2019-10-15
818,50,15,1,สิทธิและสัมปทาน,8309963.36,6464.377,2779079.75,,2019-10-15
818,50,16,1,ทรัพย์สินอื่น,19571372,129865420,,,2019-10-15
818,50,18,1,เงินกู้จากธนาคารและสถาบันการเงินอื่น,45182273.48,34103336.96,,,2019-10-15
818,50,19,1,หนี้สินที่มีหลักฐานเป็นหนังสือ,45182273.48,34103336.96,,,2019-10-15
818,50,20,1,หนี้สินอื่น,,652248,,,2019-10-15
902,56,1,1,เงินเดือน,1362720,,,,2019-10-15
902,56,1,2,เงินเดือนที่ปรึกษา,1200000,,,,2019-10-15
902,56,2,1,ดอกเบี้ยเงินฝากธนาคาร,55217.18,,,,2019-10-15
902,56,5,3,ใช้จ่ายส่วนตัว,120000,480000,,,2019-10-15
902,56,5,4,ผ่อนรถยนต์,240000,,,,2019-10-15
902,56,5,5,ถ้าสปภาระมารดา,240000,,,,2019-10-15
902,56,5,7,ค่าเล่าเรียน,,200000,,,2019-10-15
902,56,6,1,ใช้จ่ายส่วนตัว,120000,480000,,,2019-10-15
902,56,6,2,ผ่อนรถยนต์,240000,,,,2019-10-15
902,56,6,3,ถ้าสปภาระมารดา,240000,,,,2019-10-15
902,56,7,1,ค่าเล่าเรียน,,200000,,,2019-10-15
902,56,8,1,เงินสด,1800000,,,,2019-10-15
902,56,9,1,เงินฝาก,1800000,,,,2019-10-15
902,56,10,1,เงินลงทุน,2769859.21,200000,,,2019-10-15
902,56,11,1,เงินให้กู้ยืม,2029355.44,,,,2019-10-15
902,56,12,1,ทรัพย์สิน,18000000,,,,2019-10-15
902,56,13,1,โรงเรือนและสิ่งปลูกสร้าง,18000000,,,,2019-10-15
902,56,15,1,สิทธิและสัมปทาน,30284477.2,3000000,,,2019-10-15
902,56,16,1,ทรัพย์สินอื่น,8930.2,180000,,,2019-10-15
902,56,18,1,เงินกู้จากธนาคารและสถาบันการเงินอื่น,259575,,,,2019-10-15
902,56,20,1,หนี้สินอื่น,22694489,,,,2019-10-15
885,57,1,1,เงินเดือนและเงินตอบแทนอื่น,755712,,,,2019-10-15
885,57,1,2,เงินบำนาญ,755712,,,,2019-10-15
885,57,1,3,ค่าที่ปรึกษา เบี้ยประชุม และ/หรืออื่น ๆ,41500,192995.5,,,2019-10-15
885,57,2,1,ส่วนปันผลธุรกิจทางการเกษตร,50000,300000,,,2019-10-15
885,57,2,2,เงินผลประโยชน์ตามกรมธรรม์ประกันชีวิต,50000,300000,,,2019-10-15
885,57,5,3,ค่าผ่อนบ้าน,53045.15,,,,2019-10-15
885,57,5,4,ค่าเบี้ยประกัน,103.173,119225,,,2019-10-15
885,57,5,5,ค่าใช้จ่ายอุปโภคบริโภค,103.173,300000,,,2019-10-15
885,57,5,6,ค่าใช้จ่ายส่วนตัว,500000,300000,,,2019-10-15
885,57,5,7,รายจ่ายอื่น ๆ,500000,100000,,,2019-10-15
885,57,5,8,ค่าดูแลบุพการี,100000,,,,2019-10-15
885,57,6,1,ค่าผ่อนบ้าน,53045.15,,,,2019-10-15
885,57,6,2,ค่าเบี้ยประกัน,103.173,119225,,,2019-10-15
885,57,6,3,ค่าใช้จ่ายอุปโภคบริโภค,103.173,300000,,,2019-10-15
885,57,6,4,ค่าใช้จ่ายส่วนตัว,500000,300000,,,2019-10-15
885,57,7,1,ค่าดูแลบุพการี,100000,,,,2019-10-15
885,57,8,1,เงินสด,,800000,500000,,2019-10-15
885,57,9,1,เงินฝาก,1056808.05,2612693.76,,,2019-10-15
885,57,10,1,เงินลงทุน,1231121.63,5563465.98,,,2019-10-15
885,57,11,1,เงินให้กู้ยืม,1231121.63,5563465.98,,,2019-10-15
885,57,12,1,ทรัพย์สิน,7500000,12150000,,,2019-10-15
885,57,13,1,โรงเรือนและสิ่งปลูกสร้าง,7500000,12150000,,,2019-10-15
885,57,14,1,ยานพาหนะ,9000000,150000,,,2019-10-15
885,57,15,1,สิทธิและสัมปทาน,,700000,150000,,2019-10-15
885,57,16,1,ทรัพย์สินอื่น,11564000,3210017,,,2019-10-15
885,57,18,1,เงินกู้จากธนาคารและสถาบันการเงินอื่น,53045.15,,,,2019-10-15
885,57,19,1,หนี้สินที่มีหลักฐานเป็นหนังสือ,53045.15,,,,2019-10-15
1970,65,1,1,"สำนักงานสภาผู้แทนราษฎร/เดือน 113,560.00",1362720,,,,2019-10-15
1970,65,2,1,ดอกเบี้ยประมาณการ,50000,300000,,,2019-10-15
1970,65,9,1,เงินฝาก,,5222815.32,41474454.32,,2019-10-15
1970,65,10,1,เงินลงทุน,,23965777.01,13794544.57,,2019-10-15
1970,65,12,1,ทรัพย์สิน,,126763774.66,,,2019-10-15
1970,65,13,1,โรงเรือนและสิ่งปลูกสร้าง,,12705927.5,1000000,,2019-10-15
1970,65,14,1,ยานพาหนะ,,200000,,,2019-10-15
1970,65,16,1,ทรัพย์สินอื่น,,1000000,,,2019-10-15
1970,65,20,1,หนี้สินอื่น,,234012.04,113764.6,,2019-10-15
2420,73,1,1,เงินเดือน,1593503.23,,,,2022-02-10
2420,73,1,2,เงินค่าที่ปรึกษาบริษัทฯ,1593503.23,600000,,,2022-02-10
2420,73,6,1,สินเชื่อสถาบันการเงิน,23783556,2421636,,,2022-02-10
2420,73,6,2,สินเชื่อสถาบันการเงิน,23783556,2421636,,,2022-02-10
2420,73,6,3,เบี้ยประกัน,20768122.22,2421636,2999455.24,,2022-02-10
2420,73,7,1,ค่าอุปการะเลี้ยงดูบุพการี,1200000,,,,2022-02-10
