asset_id,submitter_id,nacc_id,registration_number,vehicle_model,province,latest_submitted_date
3172,99,558,กธ6789,นั่งส่วนบุคคล,,2023-05-23
3173,99,558,กส8989,นั่งส่วนบุคคล,,2023-05-23
3174,99,558,กฎ423,นั่งส่วนบุคคล,,2023-05-23
3175,99,558,บบ4633,นั่งส่วนบุคคล,,2023-05-23
3176,99,558,ชย8202,นั่งส่วนบุคคล,กรุงเทพมหานคร,2023-05-23
3177,99,558,ปธ602,นั่งส่วนบุคคล,,2023-05-23
3178,99,558,บธ601,นั่งส่วนบุคคล,,2023-05-23
3179,99,558,กล238,นั่งส่วนบุคคล,,2023-05-23
3180,99,558,ศึก9711,นั่งส่วนบุคคล,กรุงเทพมหานคร,2023-05-23
3181,99,558,กฉ2222,นั่งส่วนบุคคล,,2023-05-23
3228,100,566,กจ1234,ส่วนบุคคล ไม่เกิน 7 คน,นครสวรรค์,2023-05-24
3229,100,566,,ส่วนบุคคล ไม่เกิน 7 คน,กรุงเทพมหานคร,2023-05-24
3230,100,566,กก1234,ส่วนบุคคล ไม่เกิน 7 คน,นครสวรรค์,2023-05-24
3231,100,566,นก999,ส่วนบุคคล เกิน 8 ศพ,นครสวรรค์,2023-05-24
3238,101,571,การ1212,ฟังสวนตาล มี่ห้องรา VOLVO,,2023-05-24
3239,101,571,,นั่งส่วนบุคคล ยี่ห้อรถ VOLVO,,2023-05-24
3240,101,571,ราย6663,นั่งส่วนบุคคล ยี่ห้อรถ BENZ,,2023-05-24
3241,101,571,กว3666,นั่งส่วนบุคคล ยี่ห้อรถ MITSUBISHI กว 3666,,2023-05-24
3242,101,571,กง9133,นั่งส่วนบุคคล ยี่ห้อรถ MITSUBISHI กง 9133,,2023-05-24
3280,102,654,ฌย-98,Benz ฌย-98,กรุงเทพมหานคร,2023-06-07
3281,102,654,กทล156,Yamaha กทล.156,,2023-06-07
3282,102,654,สฉ-7337,Toyotafortuner สฉ-7337,กรุงเทพมหานคร,2023-06-07
3283,102,654,ก-0330,Mitsubishi ปาเจโร่ ก-0330,,2023-06-07
3284,102,654,กข-1001,Volvo กข-1001,,2023-06-07
3285,102,654,กข-8111,Ford กข-8111,,2023-06-07
3341,103,672,ชง1778,อีซูซุ D-max (อยู่ระหว่างเช่าซื้อ),เชียงราย,2023-06-07
3342,103,672,,อีซูซุ mu-x,เชียงราย,2023-06-07
3343,103,672,4กญ473,BMW,กรุงเทพมหานคร,2023-06-07
3366,104,676,3ฒจ-,บรรทุกส่วนบุคคล (เดิม ลบ-7157),กทม.,2023-05-30
3367,104,676,ฮิน-5655,นั่งส่วนบุคคล,กทม.,2023-05-30
3368,104,676,2กค-5655,นั่งส่วนบุคคล,กทม.,2023-05-30
3369,104,676,ภษ-345,นั่งส่วนบุคคล,กทม.,2023-05-30
3370,104,676,8กล-,นั่งส่วนบุคคล (จากป้ายแดง ณ-7869),กทม.,2023-05-30
3371,104,676,3ขฉ-5655,นั่งส่วนบุคคล,กทม.,2023-05-30
3416,43,688,ษฎ18,นั่งส่วนบุคคลไม่เกิน 7คน,,2023-05-30
3417,43,688,ฉว5555,TOYOTA VELLFIRE Z G EDITION 2.5L รถยนต์นั่งส่วนบุคคลไม่เกิน 7คน,,2023-05-30
3418,43,688,กท168,TOYOTA VELLFIRE 2.5 HYBRID ZR G รถยนต์นั่งส่วนบุคคลไม่เกิน 7คน,สุพรรณบุรี,2023-05-30
3419,43,688,ศศ909,ISUZU.mu-X รถยนต์นั่งส่วนบุคคลไม่เกิน 7คน,,2023-05-30
3420,43,688,1กฌ8888,TOYOTA Fortuner รถจักรยานยนต์,,2023-05-30
3421,43,688,ชท1,VESPA 946150 รถยนต์นั่งส่วนบุคคลไม่เกิน 7คน ชท1,,2023-05-30
3422,43,688,กรุ8888,PORSCHE 911 CARRERA 4S รถยนต์นั่งส่วนบุคคลไม่เกิน 7คน,,2023-05-30
3423,43,688,ภธ18,PORSCHE CAYENNE 9YA E-HYBRID รถยนต์นั่งส่วนบุคคลไม่เกิน 7คน MINI COOPER SE HATCH RHD,,2023-05-30
3436,105,692,5กณ7051,ยี่ห้อ 5 550 NISSAN TEANA,กทม,2023-05-30
4044,105,692,3ขม6234,ยี่ห้อ ORA GOOD CAT EV,กทม,2023-05-30
3437,105,692,,ย์ห้อ MITSUBISHI,กทม.,2023-05-30
3464,106,713,"คร,5789","โตโยตา คร, 5789 รถยนผลิม ดนารา",,2023-06-13
3479,107,724,,รถไฟลุคผู้ รถนานะ,กทม.,2023-06-12
3486,164,774,ยพ9599,,กรุงเทพ,2023-06-12
3498,165,776,กจ5557,รถยนต,,2023-06-12
3499,165,776,กท2399,โดยนต ◌ู,อุดรธานี,2023-06-12
3500,165,776,ฮก8886,,กรุงเทพมหานคร,2023-06-12
3501,165,776,กกต8898,,,2023-06-12
3502,165,776,บลม73,,อุดรธานี,2023-06-12
3503,165,776,,ภาจักรยานยนต์ เพลง.,อุดรธานี,2023-06-12
3505,108,789,,NB. 7795,,2023-06-19
3535,110,791,กธ๙๖๙,นั่งส่วนบุคคลไม่เกิน ๗ คน,,2023-06-15
3536,110,791,,นั่งส่วนบุคคลไม่เกิน ๗ คน,,2023-06-15
3537,110,791,๔กฒ,นั่งส่วนบุคคลไม่เกิน ๗ คน,กรุงเทพ,2023-06-15
3561,111,793,กข1771,Mitsubishi mirage,,2023-06-15
3562,111,793,กข1344,กระบะ Toyota Rocco,,2023-06-15
3563,111,793,บฉ2210,Nissan,,2023-06-15
3564,111,793,บด2298,Toyota,,2023-06-15
3565,111,793,บก4641,Isuzu,,2023-06-15
3566,111,793,นข1881,Hyandai H-1,,2023-06-15
3567,111,793,,Nissan teana,,2023-06-15
3568,111,793,1กธ9,Honda,กรุงเทพ,2023-06-15
3569,111,793,กธท682,Yamaha,,2023-06-15
3575,112,794,ญต9499,นั่งส่วนบุคคล,กรุงเทพมหานคร,2023-06-19
3609,113,799,นพ1208,กระพะ,,2023-06-15
3610,113,799,,กระบะ,,2023-06-15
3611,113,799,,กระบะ,,2023-06-15
3612,113,799,ศิล0241,ฟอร์จูนเนอร์,กทม,2023-06-15
3613,113,799,,รถต์โตโยต้า,อุดรธานี,2023-06-15
3614,113,799,4กพ6361,รถต่อนด,,2023-06-15
3615,113,799,กฉ2345,รถศ์ โตโยต้า รถร้อยเนอร์,,2023-06-15
3616,113,799,,รถฟโอจักนอร์,,2023-06-15
3617,113,799,,Volvo 9.40 SE,,2023-06-15
3618,113,799,,เฟต์โตโยต้า,,2023-06-15
3619,113,799,,BENZ 230 E,,2023-06-15
3620,113,799,ชม2120,VOLVO 940 SF,,2023-06-15
3621,113,799,,4 ประตู,,2023-06-15
3622,113,799,81-3584,"BMW 3181 "" รถการส่งน้ำมัน",,2023-06-15
3642,114,801,"โมต,490","ส่วนบุคคล โมต, 490",,2023-06-15
3643,114,801,,ส่วนบุคคล 1 $$ 297,,2023-06-15
3644,114,801,,ส่วนบุคคล 278/03,,2023-06-15
3645,114,801,ชฉ2069,ส่วนบุคคล ชฉ 2069,,2023-06-15
3646,114,801,80-3934,ส่วนบุคคล,,2023-06-15
3648,115,803,มต-2925,เก่งสองตอน กข.1011 รถตู้นั่งสามตอน เก๋ง ส่องตอน มิคซิม 4 ประตู กระบะปิดชิพ,ขอนแก่น,2023-06-19
3649,115,803,,กระบะผิดอีฟ --,,2023-06-19
3649,116,816,ความ888,ตกจักยานยนต์ ความ 888,,2023-06-19
3650,116,816,กษ๑๐๐๐,นั่งส่วนบุคคลไม่เป็นฯ คน กษ ๑๐๐๐,,2023-06-19
3651,116,816,,นั่งส่วนบุคคลไม่เกิน7คน เมฆ 3931,,2023-06-19
3652,116,816,30-0436,รก็โดยล่าง ไม่ประจำทาง,,2023-06-19
3653,116,816,1กย387,รถ แฮริกเตอร์ 1 ก.ย. 387,,2023-06-19
3654,116,816,,ส่วนบุคคล 81-14:16 จกบรรทุก ส่วนบุคคล,,2023-06-19
3655,116,816,82-3132,ส่วนบุคคล,,2023-06-19
3656,116,816,ฮฮ6960,คือส่วนบุคคลเกินฯคน ฮฮ 6960,,2023-06-19
3657,116,816,89-6255,9กบาทกส่วนบุคคล รถยนต์พุ่งส่วนบุคคลเกินฯคน,,2023-06-19
3658,116,816,1กมช8ต,มิล 4019. รถยนต์ธงส่อง ร้านขัดจากไม่เกิน7คน กร ช.67 รถยนต์บรรทุกส่วนบุคคล์ ขา 7308 จากลักษนานมันต์ 1กม ช8ต.,,2023-06-19
3660,117,820,88-1954,Hyundai 17-1 ปี 2019 (ตามเอกสารแนบสัญญาเช่าซื้อ),,2023-06-19
2630,118,886,,รถโตโยต้าแวน ม-๑๗๕๔ รถเบนซ์ เก๋ง กฉ -๘๒๗ รถไคลสเลอร์ เก๋ง รถอีซูซุแวน ม-๖๑๑๖,,2023-06-12
2631,118,886,,รถอีซูซุกระบะ บย-๕๓๖๗,,2023-06-12
2632,118,886,,รถจิ๊บแกรนด์เชอร์โรกี พม-๕๑๑๕,,2023-06-12
2633,118,886,,รถอีซูซุ (หกล้อ ),,2023-06-12
2634,118,886,,รถเก็งเบนซ์ พบ-๓๑๑๓,,2023-06-12
2635,118,886,,รถมิตซูบิชิกระบะ น-๐๕๙๐ รถตู้เกียร์ เพรจิโอ ฮก -๒๑๑๒,,2023-06-12
2636,118,886,,รถโตโยต้าแวน กข-๖๑๑๖,,2023-06-12
2637,118,886,,รถฟอร์ดแวน ๘กถ- ๘๖๑,,2023-06-12
2638,118,886,,เอนกประสงค์ ๘กต-๘๒๘,,2023-06-12
2639,118,886,,ณ-๗๑๓๕,,2023-06-12
2640,118,886,,ก-๑๕๖๒,,2023-06-12
3669,119,898,เช-3016,ยี่ห้อ Volvo 960,กรุงเทพมหานคร,2023-06-27
3670,119,898,27-9295,ยี่ห้อ Mitzu,กรุงเทพมหานคร,2023-06-27
3671,119,898,2ธ-5049,ยี่ห้อ Nissan Sunny,กรุงเทพมหานคร,2023-06-27
3672,119,898,ฆฤ-7989,ยี่ห้อ Nissan Almera,กรุงเทพมหานคร,2023-06-27
3681,62,905,ฐฐ๙๙๙๙,รุ่น S ๓๕๐ d,กทม.,2023-06-28
3696,53,907,3กม1626,ฮอนด้า DRA DREAM,,2023-06-27
3700,120,933,ภพ-254,BENZ,,2023-06-27
3701,120,933,,SPENÓT TOYOTA ALPHARD,กทม.,2023-06-27
3702,120,933,,SEIENCE BENZ,,2023-06-27
3703,120,933,,HONDA,กทม.,2023-06-27
3720,121,945,,"นั่งส่วนบุคคล ไม่เกิน 7 คน ภาพปรพังส่วนบุคคล ไม่เห็น ""คบ ดายนต์นังสอนบุคคล 3 no.",,2023-07-07
3728,122,949,กค5366,กค5366,,2023-07-11
3729,122,949,กฉ9997,กฉ9997,,2023-07-11
3730,122,949,ผบ5938,บรรทุก รถยนต์บรรทุก ผบ 5938,,2023-07-11
3731,122,949,บล8873,บรรทุก บล 8873,,2023-07-11
3732,122,949,ผน6631,คุณกระบะบรรทุก รถยนต์บรรทุก ผน 6631 หมายเหตุ ลำดับที่ 2 ปิดบัญชีเมื่อวันที่ 19 ต.ค.65 ลำดับที่ 6 ปิดบัญชีเมื่อวันที่ 20 ก.ย. 62 ลำดับที่ 7 ทำสัญญาเช่าซื้อรถ เมื่อวัน,,2023-07-11
3764,123,950,กง-8976,นั่งส่วนบุคคล,,2023-07-10
3765,123,950,ฤษ-9292,รถแวน,กรุงเทพมหานคร,2023-07-10
3766,123,950,91-7883,,,2023-07-10
3767,123,950,ฉ-3866,,,2023-07-10
3768,123,950,ข-4681,,,2023-07-10
3769,123,950,ก-3691,,,2023-07-10
3770,123,950,น-0090,10 LAND ROVER,,2023-07-10
3770,124,952,,กากาหนดศ. ปีห่อประโยคท้า ( ความภาพราย),,2023-07-10
3782,46,975,,BENZ NO.8798,,2023-07-04
3783,46,975,,BENZ,,2023-07-04
3784,46,975,,BENZ 88 230,,2023-07-04
3785,46,975,,MAZDA 3 FIAN 84,,2023-07-04
3786,46,975,5กค1947,988. HARLEY.,,2023-07-04
3787,46,975,,ASUS HARLEY,,2023-07-04
3788,46,975,พักย38,488. TRIUMPH พักย. 38,,2023-07-04
3789,46,975,3ขม180,REX) VESPA 3 ขม 180,,2023-07-04
3790,46,975,,AOS. VESPA 6/9 70,,2023-07-04
3791,46,975,,Q80 BSA สรรพสามิต,,2023-07-04
3792,46,975,,TOYOTA,,2023-07-04
3805,125,976,บาล-6688,,,2023-07-11
3806,125,976,ก3,ก3-6688,,2023-07-11
3807,125,976,กจ-6688,รรถจักรยานยนต์ 10mg,,2023-07-11
3808,125,976,กด16,,,2023-07-11
3809,125,976,โกล6688,โกล 6688,,2023-07-11
3810,125,976,ายก653,ายก 653,,2023-07-11
3811,125,976,1กอมbb88,,,2023-07-11
3812,125,976,ขาย77%,ขาย 77%,,2023-07-11
3813,125,976,7พ227,7 พ. 227,,2023-07-11
3814,125,976,,.,,2023-07-11
3815,125,976,,PV 1111,,2023-07-11
3826,54,989,9กช336,ภรายแต่นั่งส่วนบุคคล Honda HRV (เป็นผู้ครอบครอง.),,2023-07-07
3845,127,1035,4ถม70,พอร์ช,กทม,2023-07-10
3846,127,1035,,เบนซ์,,2023-07-10
3847,127,1035,,ฮอนด้า,,2023-07-10
3848,127,1035,9กบ20,ฮอนด้า,,2023-07-10
3849,127,1035,4กบ71,พอร์ช,,2023-07-10
3850,127,1035,,เวสฟ้า (จักรยานยนต์),,2023-07-10
3851,127,1035,,ฮอนด้า เล็ก (จักรยานยนต์) 2 ธ.ค 2523,,2023-07-10
3876,128,1036,,Juinnormand,,2023-07-11
3882,129,1038,สม7673,นั่งส่วนบุคคล สม. 7673,กรุงเทพฯ,2023-07-13
3883,129,1038,เมส8496,BENZ รถยนต์นั่งส่วนบุคคล เมส 8496 HONDA CIVIC,กรุงเทพฯ,2023-07-13
3884,129,1038,ขาว5,ขาว 5 HONDA WAVEi,,2023-07-13
3885,129,1038,บก7328,บรรทุกส่วนบุคคล บก 7328,,2023-07-13
3886,129,1038,บฉ465,NISSAN รถยนต์บรรทุกส่วนบุคคล บฉ 465 NISSAN FRONTIER,,2023-07-13
3901,63,1039,,นั่ง •,,2023-07-13
3902,63,1039,,นั่ง,,2023-07-13
3903,63,1039,,รถแทร็คกเตอร์,,2023-07-13
3904,63,1039,,เก๋ง,,2023-07-13
3905,63,1039,,ตู้ ครั้งนี้กรณีพ้นจากตำแหน่ง 20 มี.ค.2566,กรุงเทพ,2023-07-13
3933,130,1051,12-2660,นั่งส่วนบุคคล .,,2023-07-11
3934,130,1051,กข-8608,นั่งส่วนบุคคล.,,2023-07-11
3935,130,1051,ทค-911,นั่งคั่ว แบกกล .,,2023-07-11
3936,130,1051,กฤต-2111,นั่งส่วนบุคคล•,,2023-07-11
3937,130,1051,กฉ-3232,น้ำส่วนบุคคล,อุดรธานี,2023-07-11
3938,130,1051,1กรม3,รักจักรยานต์,,2023-07-11
3997,131,1057,กจ5555,นั่งส่วนบุคคลไม่เกิน 7 คน,,2023-07-07
3998,131,1057,กต4804,นั่งส่วนบุคคลไม่เกิน 7 คน,,2023-07-07
3999,131,1057,9กจ475,นั่งส่วนบุคคลไม่เกิน 7 คน,,2023-07-07
4000,131,1057,15-1600,รถโดยสารประจำทาง,กรุงเทพฯ,2023-07-07
4001,131,1057,15-6195,รถโดยสารประจำทาง,กรุงเทพฯ,2023-07-07
4002,131,1057,15-6196,รถโดยสารประจำทาง,กรุงเทพฯ,2023-07-07
4003,131,1057,15-6197,รถโดยสารประจำทาง,กรุงเทพฯ,2023-07-07
4004,131,1057,15-6198,รถโดยสารประจำทาง,กรุงเทพฯ,2023-07-07
4005,131,1057,15-6199,รถโดยสารประจำทาง,กรุงเทพฯ,2023-07-07
4006,131,1057,15-6200,รถโดยสารประจำทาง,กรุงเทพฯ,2023-07-07
4007,131,1057,15-6201,รถโดยสารประจำทาง,กรุงเทพฯ,2023-07-07
4008,131,1057,15-6022,รถโดยสารประจำทาง,กรุงเทพฯ,2023-07-07
4009,131,1057,15-6203,รถโดยสารประจำทาง,กรุงเทพฯ,2023-07-07
4010,131,1057,,รถโดยสารประจำทาง,กรุงเทพฯ,2023-07-07
4011,131,1057,15-6025,รถโดยสารประจำทาง,กรุงเทพฯ,2023-07-07
4012,131,1057,,รถโดยสารประจำทาง,กรุงเทพฯ,2023-07-07
4013,131,1057,15-6207,รถโดยสารประจำทาง,กรุงเทพฯ,2023-07-07
4014,131,1057,,รถโดยสารประจำทาง,กรุงเทพฯ,2023-07-07
4015,131,1057,15-6209,รถโดยสารประจำทาง,กรุงเทพฯ,2023-07-07
4016,131,1057,15-6210,รถโดยสารประจำทาง,กรุงเทพฯ,2023-07-07
4017,131,1057,15-6211,รถโดยสารประจำทาง,กรุงเทพฯ,2023-07-07
4018,131,1057,15-6212,รถโดยสารประจำทาง,กรุงเทพฯ,2023-07-07
4019,131,1057,15-6213,รถโดยสารประจำทาง,กรุงเทพฯ,2023-07-07
4020,131,1057,15-6214,รถโดยสารประจำทาง,กรุงเทพฯ,2023-07-07
4021,131,1057,15-6215,รถโดยสารประจำทาง,,2023-07-07
4022,131,1057,15-6217,รถโดยสารประจำทาง,กรุงเทพฯ,2023-07-07
4023,131,1057,15-6218,รถโดยสารประจำทาง,กรุงเทพฯ,2023-07-07
4024,131,1057,15-6219,รถโดยสารประจำทาง,กรุงเทพฯ,2023-07-07
4025,131,1057,15-6413,รถโดยสารประจำทาง,กรุงเทพฯ,2023-07-07
4026,131,1057,15-7057,รถโดยสารประจำทาง,กรุงเทพฯ,2023-07-07
4034,132,1060,กร8888,นั่งส่วนบุคคล กร 8888 ยี่ห้อ TOYOTA วัน G - WAGON,,2023-07-18
4035,132,1060,1ข666,รุ่น Fortuner Legender รถยนต์นั่งส่วนบุคคล 1ข 666 ยี่ห้อ VOLKSWAGEN,,2023-07-18
4036,132,1060,,รุ่น CARAVELLE 2.0 รถยนต์นั่งส่วนบุคคล 19 595 ยี่ห้อ TOYOTA,กรุงเทพฯ,2023-07-18
4037,132,1060,,รุ่น CAMRY 2002 รถยนต์นั่งส่วนบุคคล 28 595 ยี่ห้อ MITSUBISHI,เชียงใหม่,2023-07-18
4040,133,1061,วท9190,นั่งส่วนบุคคล ยี่ห้อ TOYOTA Sport Rider,กรุงเทพฯ,2023-07-18
4041,133,1061,2กถ1414,ยี่ห้อ Suzuki,ชลบุรี,2023-07-18
3436,105,1558,,SOMURTSÃO NISSAN TEANA 5 006. 7051,กทม .,2019-10-15
4044,105,1558,,ยี่ห้อ ORA IL ORA GOOD CAT EV,กทม.,2019-10-15
3437,105,1558,วธ7607,ย์ห้อ MITSUBISHI วธ 7607,,2019-10-15
4073,72,3440,ฌภ21,Ford Ranger รุ่นปี 2005,กรุงเทพฯ,2023-11-21
4074,72,3440,ญค1881,Mercedes Benz S600L รุ่นปี 2011,กรุงเทพฯ,2023-11-21
4075,72,3440,ชม121,Porsche Panamera รุ่นปี 2009,กรุงเทพฯ,2023-11-21
4076,72,3440,ธจ1122,Toyota Alphard รุ่นปี 2023,กรุงเทพฯ,2023-11-21
4077,72,3440,ธท9797,Toyota Alphard รุ่นปี 2012,กรุงเทพฯ,2023-11-21
