nacc_id,submitter_id,statement_detail_type_id,index,detail,valuation_submitter,valuation_spouse,valuation_child,note,latest_submitted_date
218,88,13,1,โรงเรือนและสิ่งปลูกสร้าง,200000,,,,2023-01-20
218,88,15,1,สิทธิและสัมปทาน,597042,,,,2023-01-20
328,89,8,1,เงินสด,8413445.8,657507309,,,2023-03-03
328,89,9,1,เงินฝาก,8413445.8,5216052,,,2023-03-03
328,89,10,1,เงินลงทุน,2022875,5216052,,,2023-03-03
328,89,12,1,ทรัพย์สิน,2042575,130.1,,,2023-03-03
328,89,13,1,โรงเรือนและสิ่งปลูกสร้าง,47000,13200208,,,2023-03-03
328,89,14,1,ยานพาหนะ,47000,3200000,,,2023-03-03
328,89,16,1,ทรัพย์สินอื่น,19677,4000000,,,2023-03-03
328,89,18,1,เงินกู้จากธนาคารและสถาบันการเงินอื่น,1310680,134800312,,,2023-03-03
328,89,19,1,หนี้สินที่มีหลักฐานเป็นหนังสือ,,134800312,,,2023-03-03
349,90,8,1,เงินสด,885388.24,,,,2023-03-15
349,90,9,1,เงินฝาก,885388.24,,,,2023-03-15
349,90,10,1,เงินลงทุน,440000,,,,2023-03-15
349,90,11,1,เงินให้กู้ยืม,2200,,,,2023-03-15
349,90,12,1,ทรัพย์สิน,2200,,,,2023-03-15
349,90,13,1,โรงเรือนและสิ่งปลูกสร้าง,410000000,,,,2023-03-15
349,90,17,1,เงินเบิกเกินบัญชี,89420.54,,,,2023-03-15
349,90,18,1,เงินกู้จากธนาคารและสถาบันการเงินอื่น,1576002.73,,,,2023-03-15
352,91,1,1,เงินประจำตำแหน่ง,854760,,,,2023-03-15
352,91,1,2,เงินเพิ่ม ส.ส,507960,,,,2023-03-15
352,91,1,3,ค่าเบี้ยประชุม,507960,,,,2023-03-15
352,91,6,1,ค่าใช้จ่ายในชีวิตประจำวัน,1200000,,,,2023-03-15
352,91,6,2,ค่าเบี้ยประกัน,1400159.85,,,,2023-03-15
352,91,7,1,ค่าบริจาค,400000,,,,2023-03-15
352,91,7,2,ค่าเล่าเรียน,403200,,,,2023-03-15
352,91,7,3,เงินได้พึงประเมิน ตามประมวลรัษฎากร,1362720,,,,2023-03-15
352,91,7,4,มาตรา 40(1)-(8),1362720,,,,2023-03-15
352,91,8,1,เงินสด,140231.46,,,,2023-03-15
352,91,9,1,เงินฝาก,140231.46,,,,2023-03-15
352,91,14,1,ยานพาหนะ,1206100,,,,2023-03-15
352,91,15,1,สิทธิและสัมปทาน,8925245.51,,,,2023-03-15
352,91,16,1,ทรัพย์สินอื่น,1010000,,,,2023-03-15
352,91,17,1,เงินเบิกเกินบัญชี,104141.63,,,,2023-03-15
354,92,8,1,เงินสด,29685,289752,,,2023-03-15
354,92,9,1,เงินฝาก,29685,289752,,,2023-03-15
354,92,11,1,เงินให้กู้ยืม,,800000,,,2023-03-15
354,92,20,1,หนี้สินอื่น,,499643.5,,,2023-03-15
388,93,1,1,เงินเดือน,1362720,,,,2023-03-30
388,93,5,1,ดอกเบี้ยที่ได้รับจากธนาคาร,31107.67,,,,2023-03-30
388,93,6,1,ค่าใช้จ่ายอุปโภคบริโภค,500000,,540000,,2023-03-30
388,93,6,2,ค่าเบี้ยประกันชีวิต,559500,,260688,,2023-03-30
388,93,7,1,เงินได้พึงประเมิน ตามประมวลรัษฎากร,1393827.67,,,,2023-03-30
388,93,8,1,เงินสด,14293627.4,,,,2023-03-30
388,93,9,1,เงินฝาก,14293627.4,,,,2023-03-30
388,93,10,1,เงินลงทุน,2631608.42,,,,2023-03-30
388,93,12,1,ทรัพย์สิน,5510000,,6695500,,2023-03-30
388,93,13,1,โรงเรือนและสิ่งปลูกสร้าง,39666666,,,,2023-03-30
388,93,15,1,สิทธิและสัมปทาน,5055525,,4200000,,2023-03-30
388,93,16,1,ทรัพย์สินอื่น,11198000,,,,2023-03-30
388,93,17,1,เงินเบิกเกินบัญชี,67104.19,,,,2023-03-30
400,94,8,1,เงินสด,724,36400345,,,2023-04-05
400,94,9,1,เงินฝาก,724,36400345,,,2023-04-05
400,94,11,1,เงินให้กู้ยืม,,19500000.1,,,2023-04-05
400,94,12,1,ทรัพย์สิน,,250000000,,,2023-04-05
400,94,13,1,โรงเรือนและสิ่งปลูกสร้าง,,250000000,,,2023-04-05
400,94,14,1,ยานพาหนะ,,168500000,,,2023-04-05
400,94,18,1,เงินกู้จากธนาคารและสถาบันการเงินอื่น,755293,,,,2023-04-05
400,94,19,1,หนี้สินที่มีหลักฐานเป็นหนังสือ,,1720000,,,2023-04-05
400,94,20,1,หนี้สินอื่น,135715308,1720000.1,,,2023-04-05
495,95,1,1,เงินเดือน,1362720,,,,2023-05-01
495,95,1,2,ค่าตอบแทน,1362720,233280,,,2023-05-01
495,95,6,1,ค่าอุปโภคบริโภค,,1200,,,2023-05-01
495,95,6,2,ค่าผ่อนที่อยู่อาศัย,,327000,,,2023-05-01
495,95,6,3,เบี้ยประกันชีวิต,31500,327000,,,2023-05-01
495,95,7,1,เงินได้พึงประเมิน ตามประมวลรัษฎากร,1362720,233280,,,2023-05-01
495,95,7,2,มาตรา 40(1)-(8),1362720,233280,,,2023-05-01
495,95,8,1,เงินสด,135981.59,334996.33,,,2023-05-01
495,95,9,1,เงินฝาก,135981.59,334996.33,,,2023-05-01
495,95,12,1,ทรัพย์สิน,500000,3900000,,,2023-05-01
495,95,13,1,โรงเรือนและสิ่งปลูกสร้าง,24000,2700000,,,2023-05-01
495,95,14,1,ยานพาหนะ,,1520000,,,2023-05-01
495,95,15,1,สิทธิและสัมปทาน,550800,1449805,,,2023-05-01
495,95,16,1,ทรัพย์สินอื่น,4000,300.2,,,2023-05-01
495,95,17,1,เงินเบิกเกินบัญชี,,138591,,,2023-05-01
495,95,18,1,เงินกู้จากธนาคารและสถาบันการเงินอื่น,,11974772.25,,,2023-05-01
501,96,1,1,เงินเดือน,1362720,725107.2,,,2023-05-01
501,96,1,2,เงินปันผล,,12960,,,2023-05-01
501,96,6,1,ค่าใช้จ่าย,100000,200000,,,2023-05-01
501,96,6,2,เบี้ยประกันชีวิต,100000,,,,2023-05-01
501,96,7,1,ค่าอุปการะมารดา,100000,,,,2023-05-01
501,96,7,2,เงินบริจาค,100000,50000,,,2023-05-01
501,96,7,3,เงินได้พึงประเมิน ตามประมวลรัษฎากร,1362720,738067.2,,,2023-05-01
501,96,8,1,เงินสด,1417756.17,9622817.48,,,2023-05-01
501,96,9,1,เงินฝาก,1417756.17,9622817.48,,,2023-05-01
501,96,10,1,เงินลงทุน,2000,140000,,,2023-05-01
501,96,12,1,ทรัพย์สิน,33341771,15994570,,,2023-05-01
501,96,13,1,โรงเรือนและสิ่งปลูกสร้าง,24940400,4862025,,,2023-05-01
501,96,14,1,ยานพาหนะ,46656,1737594,,,2023-05-01
501,96,16,1,ทรัพย์สินอื่น,,84000,,,2023-05-01
501,96,17,1,เงินเบิกเกินบัญชี,496010.03,4140,,,2023-05-01
508,161,8,1,เงินสด,23668589,1263292,,,2023-05-02
508,161,9,1,เงินฝาก,23668589,1263292,,,2023-05-02
508,161,10,1,เงินลงทุน,,310000,,,2023-05-02
508,161,11,1,เงินให้กู้ยืม,450,18407000,,,2023-05-02
508,161,12,1,ทรัพย์สิน,450,18407000,,,2023-05-02
508,161,13,1,โรงเรือนและสิ่งปลูกสร้าง,50000,400000,,,2023-05-02
508,161,14,1,ยานพาหนะ,50000,,,,2023-05-02
508,161,16,1,ทรัพย์สินอื่น,300,,,,2023-05-02
539,97,8,1,เงินสด,39942.49,,,,2023-05-16
539,97,9,1,เงินฝาก,39942.49,,,,2023-05-16
539,97,11,1,เงินให้กู้ยืม,34600000,,,,2023-05-16
539,97,12,1,ทรัพย์สิน,34600000,,,,2023-05-16
539,97,13,1,โรงเรือนและสิ่งปลูกสร้าง,13050000,,,,2023-05-16
539,97,14,1,ยานพาหนะ,13050000,,,,2023-05-16
539,97,15,1,สิทธิและสัมปทาน,200000,,,,2023-05-16
539,97,16,1,ทรัพย์สินอื่น,2070000,,,,2023-05-16
539,97,17,1,เงินเบิกเกินบัญชี,2369909.75,,,,2023-05-16
539,97,19,1,หนี้สินที่มีหลักฐานเป็นหนังสือ,8000000,,,,2023-05-16
541,98,8,1,เงินสด,12652698.2,2067877,,,2023-05-16
541,98,9,1,เงินฝาก,12652698.2,2067877,,,2023-05-16
541,98,10,1,เงินลงทุน,951000,,,,2023-05-16
541,98,11,1,เงินให้กู้ยืม,645000000,,,,2023-05-16
541,98,12,1,ทรัพย์สิน,645000000,,,,2023-05-16
541,98,13,1,โรงเรือนและสิ่งปลูกสร้าง,55500,100.1,,,2023-05-16
541,98,14,1,ยานพาหนะ,100000,,,,2023-05-16
541,98,16,1,ทรัพย์สินอื่น,,3554000,,,2023-05-16
541,98,10,1,เงินลงทุน,951000,,,,2023-05-16
544,69,1,1,ค่าตอบแทนสมาชิกสภาผู้แทน,1379545.32,,,,2023-05-16
544,69,2,1,ดอกเบี้ยธนาคาร/ปี (๐.๔๐%),302610,,,,2023-05-16
544,69,6,1,ค่าใช้จ่ายส่วนตัว,600000,,,,2023-05-16
544,69,6,2,ค่าเช่าบ้าน,240000,,,,2023-05-16
544,69,7,1,เงินได้พึงประเมิน ตามประมวลรัษฎากร,141498,,,,2023-05-16
544,69,7,2,มาตรา 40(1)-(8),141498,,,,2023-05-16
544,69,8,1,เงินสด,69488973.13,,,,2023-05-16
544,69,9,1,เงินฝาก,69488973.13,,,,2023-05-16
544,69,12,1,ทรัพย์สิน,34248450,,,,2023-05-16
544,69,13,1,โรงเรือนและสิ่งปลูกสร้าง,34248450,,,,2023-05-16
544,69,14,1,ยานพาหนะ,2100000,,,,2023-05-16
544,69,15,1,สิทธิและสัมปทาน,2100000,,,,2023-05-16
544,69,16,1,ทรัพย์สินอื่น,4399250,,,,2023-05-16
550,162,1,1,นักธุรกิจแอมเวย์ 18%,,174468,,,2023-05-23
550,162,6,1,ค่าน้ำมันรถ,108000,108000,,,2023-05-23
550,162,6,2,ค่าอาหาร,108000,108000,,,2023-05-23
550,162,7,1,ของใช้อื่นๆ,48000,48000,,,2023-05-23
550,162,7,2,เงินได้พึงประเมิน ตามประมวลรัษฎากร 1 1362720,,51621898,,,2023-05-23
550,162,8,1,เงินสด,145600,60000,,,2023-05-23
550,162,9,1,เงินฝาก,60633.63,75242,,,2023-05-23
550,162,10,1,เงินลงทุน,,168000,,,2023-05-23
550,162,14,1,ยานพาหนะ,900000,30000000,,,2023-05-23
550,162,16,1,ทรัพย์สินอื่น,211000,,,,2023-05-23
550,162,18,1,เงินกู้จากธนาคารและสถาบันการเงินอื่น,200195.57,2345430,,,2023-05-23
558,99,8,1,เงินสด,2201818.47,36853855.51,,,2023-05-23
558,99,9,1,เงินฝาก,2201818.47,15302947,,,2023-05-23
558,99,10,1,เงินลงทุน,,15302947,,,2023-05-23
558,99,11,1,เงินให้กู้ยืม,333993157,15332.262,,,2023-05-23
558,99,12,1,ทรัพย์สิน,333993157,1129988,,,2023-05-23
558,99,13,1,โรงเรือนและสิ่งปลูกสร้าง,67060000,1129988,,,2023-05-23
558,99,14,1,ยานพาหนะ,5620000,13905282,,,2023-05-23
558,99,15,1,สิทธิและสัมปทาน,7556000,13905282,,,2023-05-23
558,99,16,1,ทรัพย์สินอื่น,7556000,3648000,,,2023-05-23
558,99,17,1,เงินเบิกเกินบัญชี,3360,355463,,,2023-05-23
558,99,18,1,เงินกู้จากธนาคารและสถาบันการเงินอื่น,599941,12343556.33,,,2023-05-23
558,99,19,1,หนี้สินที่มีหลักฐานเป็นหนังสือ,44400000,,,,2023-05-23
558,99,20,1,หนี้สินอื่น,45003301.71,2699020,,,2023-05-23
566,100,1,1,เงินเดือน,1362.72,,,,2023-05-24
566,100,6,1,ค่าใช้จ่ายส่วนต่อ,600000,,,,2023-05-24
566,100,7,1,เงินได้พึงประเมิน ตามประมวลรัษฎากร,1362720,,,,2023-05-24
566,100,8,1,เงินสด,200000,,,,2023-05-24
566,100,9,1,เงินฝาก,65042.53,,,,2023-05-24
566,100,12,1,ทรัพย์สิน,29160000,,,,2023-05-24
566,100,13,1,โรงเรือนและสิ่งปลูกสร้าง,6700000,,,,2023-05-24
566,100,14,1,ยานพาหนะ,1000000,,,,2023-05-24
566,100,16,1,ทรัพย์สินอื่น,11906000,,,,2023-05-24
571,101,1,1,เงินเดือน,1362720,,,,2023-05-24
571,101,5,1,มาตรา 40(2),,144000,,,2023-05-24
571,101,6,1,ค่าใช้จ่ายส่วนตัว,360000,120000,,,2023-05-24
571,101,6,2,ค่าสาธารณูปโภค,240000,360001,,,2023-05-24
571,101,7,1,เงินบริจาค,16000,12000,,,2023-05-24
571,101,7,2,ค่าช่วยงานต่างๆ,350000,12000,,,2023-05-24
571,101,7,3,เงินได้พึงประเมิน ตามประมวลรัษฎากร,1362720,144000,,,2023-05-24
571,101,7,4,มาตรา 40(1)-(8),1362720,,,,2023-05-24
571,101,8,1,เงินสด,20000000,20000,,,2023-05-24
571,101,9,1,เงินฝาก,2959020.65,31223.7,,,2023-05-24
571,101,10,1,เงินลงทุน,255.83,,,,2023-05-24
571,101,11,1,เงินให้กู้ยืม,7614000,,,,2023-05-24
571,101,12,1,ทรัพย์สิน,7614000,,,,2023-05-24
571,101,13,1,โรงเรือนและสิ่งปลูกสร้าง,2250000,,,,2023-05-24
571,101,14,1,ยานพาหนะ,2250000,,,,2023-05-24
571,101,15,1,สิทธิและสัมปทาน,17990.02,,,,2023-05-24
571,101,16,1,ทรัพย์สินอื่น,5415200,510000,,,2023-05-24
571,101,20,1,หนี้สินอื่น,,88790232.42,,,2023-05-24
590,163,1,2,เงินเดือน,1362720,180000,,,2023-05-24
590,163,8,1,เงินสด,11880964,32422,,,2023-05-24
590,163,9,1,เงินฝาก,11880964,32422,,,2023-05-24
590,163,13,1,โรงเรือนและสิ่งปลูกสร้าง,,1000000.1,,,2023-05-24
590,163,16,1,ทรัพย์สินอื่น,1100000,,,,2023-05-24
654,102,1,1,เงินเดือนและค่าตอบแทน,1362720,240000,,,2023-06-07
654,102,2,1,ค่าเช่า,240000,,,,2023-06-07
654,102,8,1,เงินสด,200000,300000,,,2023-06-07
654,102,9,1,เงินฝาก,2271146.65,349018.57,,,2023-06-07
654,102,10,1,เงินลงทุน,3400,4000000,,,2023-06-07
654,102,12,1,ทรัพย์สิน,8200000,10400000,,,2023-06-07
654,102,13,1,โรงเรือนและสิ่งปลูกสร้าง,6500000,9100000,,,2023-06-07
654,102,14,1,ยานพาหนะ,500000,2319000,,,2023-06-07
654,102,17,1,เงินเบิกเกินบัญชี,1456600.75,,,,2023-06-07
654,102,18,1,เงินกู้จากธนาคารและสถาบันการเงินอื่น,,565183.67,,,2023-06-07
654,102,19,1,หนี้สินที่มีหลักฐานเป็นหนังสือ,,565183.67,,,2023-06-07
663,42,1,1,เงินเดือน,1362720,480000,,,2023-06-07
663,42,2,1,ดอกเบี้ยเงินฝาก,46251.92,40333.86,,,2023-06-07
663,42,2,2,ถูกรางวัลสลากออมสิน,46251.92,40333.86,,,2023-06-07
663,42,6,1,ค่าใช้จ่ายส่วนตัว,100000,100000,,,2023-06-07
663,42,7,1,เงินบริจาค,56000,2000,,,2023-06-07
663,42,8,1,เงินสด,12429402.15,13157.824,,,2023-06-07
663,42,9,1,เงินฝาก,12429402.15,13157.824,,,2023-06-07
663,42,10,1,เงินลงทุน,123724021.13,40759.066,,,2023-06-07
663,42,11,1,เงินให้กู้ยืม,116900,,,,2023-06-07
663,42,12,1,ทรัพย์สิน,21498500,5750000,,,2023-06-07
663,42,13,1,โรงเรือนและสิ่งปลูกสร้าง,500000,,,,2023-06-07
663,42,15,1,สิทธิและสัมปทาน,1000000,1000000,,,2023-06-07
663,42,16,1,ทรัพย์สินอื่น,858000,4321180,,,2023-06-07
663,42,17,1,เงินเบิกเกินบัญชี,,76615.54,,,2023-06-07
672,103,8,1,เงินสด,970867.18,2054394.52,,,2023-06-07
672,103,9,1,เงินฝาก,124500,2125000,,,2023-06-07
672,103,10,1,เงินลงทุน,124500,3000000,,,2023-06-07
672,103,11,1,เงินให้กู้ยืม,,3000000,,,2023-06-07
672,103,12,1,ทรัพย์สิน,700000,7800000,,,2023-06-07
672,103,13,1,โรงเรือนและสิ่งปลูกสร้าง,700000,7800000,,,2023-06-07
672,103,14,1,ยานพาหนะ,2284000,1200000,,,2023-06-07
672,103,15,1,สิทธิและสัมปทาน,,2050000,,,2023-06-07
672,103,16,1,ทรัพย์สินอื่น,880000,2050000,,,2023-06-07
672,103,18,1,เงินกู้จากธนาคารและสถาบันการเงินอื่น,1246084.91,,,,2023-06-07
673,90,8,1,เงินสด,21484,,,,2023-05-30
673,90,9,1,เงินฝาก,21484,,,,2023-05-30
673,90,13,1,โรงเรือนและสิ่งปลูกสร้าง,4100000,,,,2023-05-30
673,90,17,1,เงินเบิกเกินบัญชี,83229.44,,,,2023-05-30
673,90,18,1,เงินกู้จากธนาคารและสถาบันการเงินอื่น,11535871.1,,,,2023-05-30
676,104,6,1,ค่าใช้จ่ายส่วนตัว,600000,360000,26000,,2023-05-30
676,104,6,2,ค่าส่งประกันชีวิต,100000,240000,26000,,2023-05-30
676,104,6,3,ค่าน้ำ-ค่าไฟ,100000,240000,,,2023-05-30
676,104,7,1,เงินได้พึงประเมิน ตามประมวลรัษฎากร,1362720,940800,,,2023-05-30
676,104,7,2,มาตรา 40(1)-(8),1362720,940800,,,2023-05-30
676,104,8,1,เงินสด,500000,500000,,,2023-05-30
676,104,9,1,เงินฝาก,6118,9310486,1758779.53,,2023-05-30
676,104,11,1,เงินให้กู้ยืม,16713.34,19915000,,,2023-05-30
676,104,12,1,ทรัพย์สิน,16713.34,19915000,,,2023-05-30
676,104,13,1,โรงเรือนและสิ่งปลูกสร้าง,7300000,18200000,,,2023-05-30
676,104,14,1,ยานพาหนะ,2237400,3543600,,,2023-05-30
676,104,15,1,สิทธิและสัมปทาน,2237400,3543600,,,2023-05-30
676,104,16,1,ทรัพย์สินอื่น,2237400,3543600,,,2023-05-30
676,104,17,1,เงินเบิกเกินบัญชี,12867,107102.11,,,2023-05-30
688,43,8,1,เงินสด,500,200000,,,2023-05-30
688,43,9,1,เงินฝาก,337173581.53,1068291587,,,2023-05-30
688,43,10,1,เงินลงทุน,2017591,9728678.84,,,2023-05-30
688,43,12,1,ทรัพย์สิน,201251910,37350,,,2023-05-30
688,43,13,1,โรงเรือนและสิ่งปลูกสร้าง,65000000,23871351,,,2023-05-30
688,43,14,1,ยานพาหนะ,6700000,21088.9,,,2023-05-30
688,43,15,1,สิทธิและสัมปทาน,7896055,1129095750,7012045.22,,2023-05-30
688,43,16,1,ทรัพย์สินอื่น,34718000,27692000,,,2023-05-30
692,105,8,1,เงินสด,811,565389.44,349054.03,,2023-05-30
692,105,9,1,เงินฝาก,811,3819333,349054.03,,2023-05-30
692,105,10,1,เงินลงทุน,,3819333,,,2023-05-30
692,105,11,1,เงินให้กู้ยืม,30000,,,,2023-05-30
692,105,12,1,ทรัพย์สิน,30000,800000,,,2023-05-30
692,105,13,1,โรงเรือนและสิ่งปลูกสร้าง,,800000,,,2023-05-30
692,105,14,1,ยานพาหนะ,6681250.59,335390,229182.87,,2023-05-30
692,105,15,1,สิทธิและสัมปทาน,6681250.59,335390,229182.87,,2023-05-30
692,105,16,1,ทรัพย์สินอื่น,3100500,1159500,,,2023-05-30
692,105,17,1,เงินเบิกเกินบัญชี,128451.02,15530.16,,,2023-05-30
692,105,19,1,หนี้สินที่มีหลักฐานเป็นหนังสือ,800,,,,2023-05-30
713,106,1,1,เส้นพานาญ,210082.8,348021,,,2023-06-13
713,106,1,2,ตำแหน่ง ส.ส,1362720,,,,2023-06-13
713,106,6,1,อบโภคบริโภค,500000000,200000,,,2023-06-13
713,106,7,1,บริจาค เจ้ายศ,1000000,100008,,,2023-06-13
713,106,7,2,เงินได้พึงประเมิน ตามประมวลรัษฎากร,1572802,398021,,,2023-06-13
713,106,7,3,มาตรา 40(1)-(8),1572802,398021,,,2023-06-13
713,106,8,1,เงินสด,182826.69,8385008.84,,,2023-06-13
713,106,9,1,เงินฝาก,182826,372741,,,2023-06-13
713,106,10,1,เงินลงทุน,616969,372741,,,2023-06-13
713,106,11,1,เงินให้กู้ยืม,2827500,5200000,,,2023-06-13
713,106,12,1,ทรัพย์สิน,2827500,5200000,,,2023-06-13
713,106,13,1,โรงเรือนและสิ่งปลูกสร้าง,6500,1350,,,2023-06-13
713,106,14,1,ยานพาหนะ,6500,1993646.34,,,2023-06-13
713,106,15,1,สิทธิและสัมปทาน,17066257,1993646.34,,,2023-06-13
724,107,8,1,เงินสด,350000,,,,2023-06-12
724,107,9,1,เงินฝาก,1661,1509.05,,,2023-06-12
724,107,11,1,เงินให้กู้ยืม,188000,,,,2023-06-12
